#{"t_start": 1744660942.2787075, "env_id": "highway-fast-v0"}
r,l,t
23.053553,30,343.957091
21.75262,30,344.403901
1.781819,3,344.450626
23.184893,30,344.902289
26.24966,30,345.347658
23.343154,29,345.774485
22.818685,30,346.221595
22.842463,28,346.634759
18.586888,25,347.008092
14.684257,18,347.274931
26.01311,30,347.72049
23.519599,30,348.162314
23.818267,30,348.605931
27.049384,30,349.053199
21.579535,28,349.466401
19.298043,24,349.822798
11.568121,14,350.029887
22.666587,30,350.471169
9.232039,11,350.634193
23.111911,29,351.059913
13.617552,16,351.297893
27.449,30,351.744388
2.846021,4,351.80724
18.39423,21,352.120735
26.419593,30,352.565345
4.700387,6,352.65733
12.986841,15,352.881483
8.919749,12,353.060757
23.119005,30,353.505652
24.420221,30,353.948097
23.852266,30,354.387759
23.933062,30,354.83286
26.364768,30,355.281375
20.497388,26,355.664884
23.930808,30,356.109226
23.11582,30,356.552285
23.485781,30,356.994456
12.552659,17,357.249531
26.151025,30,357.691676
22.353553,30,358.129677
22.453552,30,358.575731
25.098354,30,359.012661
24.186583,30,359.456479
23.585585,30,359.902821
3.046492,4,359.965033
21.58441,30,360.41148
25.547822,30,360.84967
22.820219,30,361.288609
5.919362,8,361.410339
22.620181,30,361.848931
24.118813,30,362.294946
23.718845,30,362.733929
21.918409,30,363.174837
1.979667,3,363.223202
27.986888,30,363.667377
23.817972,30,364.117402
24.476429,30,364.558689
25.220221,30,364.998044
23.219598,30,365.435138
1.980129,3,365.481998
22.819599,30,365.917595
1.850945,3,365.96508
10.267389,12,366.145096
23.917612,30,366.589374
4.978845,6,366.679151
24.252266,30,367.1236
23.764161,30,367.560482
8.62022,11,367.724935
3.678284,5,367.801651
25.832877,30,368.242723
23.352932,30,368.697203
25.066395,30,369.141579
12.411059,14,369.350575
23.220221,30,369.788646
26.529651,30,370.232419
5.678832,7,370.339456
19.318319,24,370.698056
23.096645,30,371.133629
24.320221,30,371.578542
25.718829,30,372.021766
22.618863,30,372.460105
26.795275,30,372.905128
22.568041,30,373.350045
21.418192,30,373.786692
23.283645,30,374.226536
15.352263,17,374.480921
24.280433,30,374.921734
22.386277,30,375.37336
24.613923,30,375.817126
7.896394,9,375.952075
25.832396,30,376.396782
20.85226,30,376.837169
23.750891,30,377.276184
23.718295,30,377.72239
22.965384,29,378.153991
21.163127,27,378.553304
4.5356,6,378.644594
27.163181,30,379.089132
25.084271,30,379.528672
26.447266,30,379.973845
23.051643,30,380.420075
24.648212,30,380.862365
22.418933,30,381.303113
9.313112,11,381.466832
23.853092,30,381.908337
25.220221,30,382.35223
25.534402,30,382.794159
25.451962,30,383.234305
14.982445,17,383.487729
3.744923,5,383.564514
6.81265,8,383.685634
23.052266,30,384.124429
6.386491,8,384.247073
20.753082,27,384.645272
